name,alignment,corps,commander,symbol,id,parentId,size
Grenadier,bluefor,Armour,PTE Michael Stevens,/assets/nato_icons/bluefor/unit_armour.svg,9be930ab-3363-4339-8219-a43f6040fde1,a0bef80b-e374-4c1c-9a71-e812273af513,,
Grenadier,bluefor,Armour,PTE Leonard Brock,/assets/nato_icons/bluefor/unit_armour.svg,28d14e32-9abe-4224-be63-b388c36ab345,a0bef80b-e374-4c1c-9a71-e812273af513,,
Rifleman,bluefor,Armour,PTE Erik Walton,/assets/nato_icons/bluefor/unit_armour.svg,b16cdf36-c31a-4084-a2f7-1f2c8004c43c,a0bef80b-e374-4c1c-9a71-e812273af513,,
Rifleman,bluefor,Armour,PTE Isaac Pittman,/assets/nato_icons/bluefor/unit_armour.svg,565178a0-fed2-49bc-89bf-9c67f7d8ebae,a0bef80b-e374-4c1c-9a71-e812273af513,,
Section Commander,bluefor,Armour,CPL Eric Harrison,/assets/nato_icons/bluefor/unit_armour.svg,71b01602-7c65-4d34-af86-39109334923d,a0bef80b-e374-4c1c-9a71-e812273af513,,
1-3,bluefor,Armour,CPL Eric Harrison,/assets/nato_icons/bluefor/unit_armour.svg,a0bef80b-e374-4c1c-9a71-e812273af513,807f1a89-cfbd-4ce5-ad33-900abfa19c29,/assets/nato_icons/size/bluefor_020.svg,
Recon Platoon,bluefor,Armour,LT Kyle Hampton,/assets/nato_icons/bluefor/unit_reconnaissance.svg,807f1a89-cfbd-4ce5-ad33-900abfa19c29,bfaa4753-f7bc-4ddf-96b9-2b92f6aa9ea3,/assets/nato_icons/size/bluefor_030.svg,
Gunner,bluefor,Armour,PTE Ralph Daniel,/assets/nato_icons/bluefor/unit_armour.svg,f1f851d3-ba64-4137-b246-3e61bece3ab7,8ce46e16-28d3-4625-94be-c14d28d800e3,,
Gunner,bluefor,Armour,PTE Derrick Graves,/assets/nato_icons/bluefor/unit_armour.svg,4b31c2fa-e042-474d-994f-25a5bd52e731,8ce46e16-28d3-4625-94be-c14d28d800e3,,
Grenadier,bluefor,Armour,PTE Floyd Mack,/assets/nato_icons/bluefor/unit_armour.svg,ae8881da-964c-4de8-b363-6c5f64d845de,8ce46e16-28d3-4625-94be-c14d28d800e3,,
Grenadier,bluefor,Armour,PTE Devin Peters,/assets/nato_icons/bluefor/unit_armour.svg,826109a9-7408-4ed5-a825-d64dcbe479e5,8ce46e16-28d3-4625-94be-c14d28d800e3,,
Rifleman,bluefor,Armour,PTE Leroy Hicks,/assets/nato_icons/bluefor/unit_armour.svg,bcb8f0c7-e1c1-4b04-b8b3-38ff43e9d9eb,8ce46e16-28d3-4625-94be-c14d28d800e3,,
Rifleman,bluefor,Armour,PTE Howard James,/assets/nato_icons/bluefor/unit_armour.svg,4f609ee7-c61d-4713-8aeb-fd8341843fc0,8ce46e16-28d3-4625-94be-c14d28d800e3,,
Section Commander,bluefor,Armour,CPL Harold Maxwell,/assets/nato_icons/bluefor/unit_armour.svg,0e65d25f-6b48-46d9-a0cc-91676c7c5f97,8ce46e16-28d3-4625-94be-c14d28d800e3,,
1-1,bluefor,Armour,CPL Harold Maxwell,/assets/nato_icons/bluefor/unit_armour.svg,8ce46e16-28d3-4625-94be-c14d28d800e3,687aafcc-581c-47ac-aff8-b76c098635e2,/assets/nato_icons/size/bluefor_020.svg,
Gunner,bluefor,Armour,PTE Adam Rodgers,/assets/nato_icons/bluefor/unit_armour.svg,b4d9612f-b2a3-4e02-a4a1-b87d9e3f81f0,e171b32e-215e-476e-914a-de0aebe5691d,,
Gunner,bluefor,Armour,PTE Willie Henderson,/assets/nato_icons/bluefor/unit_armour.svg,0ddb5b78-695d-4572-aa9c-d0fdfc06d3ea,e171b32e-215e-476e-914a-de0aebe5691d,,
Grenadier,bluefor,Armour,PTE Christopher Wallace,/assets/nato_icons/bluefor/unit_armour.svg,d700e090-5c58-4439-a3c2-dfd39a31c114,e171b32e-215e-476e-914a-de0aebe5691d,,
Grenadier,bluefor,Armour,PTE Jacob Carpenter,/assets/nato_icons/bluefor/unit_armour.svg,579d2c53-5304-4bc4-9fc2-d7e1e447c16b,e171b32e-215e-476e-914a-de0aebe5691d,,
Rifleman,bluefor,Armour,PTE Brent Snyder,/assets/nato_icons/bluefor/unit_armour.svg,7fbd0d1f-f975-4c93-837f-67d01b547b90,e171b32e-215e-476e-914a-de0aebe5691d,,
Rifleman,bluefor,Armour,PTE Joel Bowers,/assets/nato_icons/bluefor/unit_armour.svg,7a39b2f3-15c8-44fb-a52c-4ad52f24700c,e171b32e-215e-476e-914a-de0aebe5691d,,
Section Commander,bluefor,Armour,CPL Leo Pena,/assets/nato_icons/bluefor/unit_armour.svg,d1956b08-2f64-48cc-a541-916edd2c40fe,e171b32e-215e-476e-914a-de0aebe5691d,,
1-2,bluefor,Armour,CPL Leo Pena,/assets/nato_icons/bluefor/unit_armour.svg,e171b32e-215e-476e-914a-de0aebe5691d,687aafcc-581c-47ac-aff8-b76c098635e2,/assets/nato_icons/size/bluefor_020.svg,
Gunner,bluefor,Armour,PTE Todd Ross,/assets/nato_icons/bluefor/unit_armour.svg,c4036a01-2eba-4a32-a50a-e2eeda4417e7,7ac39e22-9fb5-458f-99fc-45973cebda0a,,
Gunner,bluefor,Armour,PTE Marcus Black,/assets/nato_icons/bluefor/unit_armour.svg,fe6bf9a9-930c-454f-8a85-fcb08ad48c4e,7ac39e22-9fb5-458f-99fc-45973cebda0a,,
Grenadier,bluefor,Armour,PTE Allen Owens,/assets/nato_icons/bluefor/unit_armour.svg,264af304-bb64-4715-aad8-1061f492ea24,7ac39e22-9fb5-458f-99fc-45973cebda0a,,
Grenadier,bluefor,Armour,PTE Jeff Porter,/assets/nato_icons/bluefor/unit_armour.svg,ebf34eef-e9e4-4880-8385-c752219e92c3,7ac39e22-9fb5-458f-99fc-45973cebda0a,,
Rifleman,bluefor,Armour,PTE Jeffery Mack,/assets/nato_icons/bluefor/unit_armour.svg,76fb4929-aa05-460f-a3e8-5a9ab8a7a562,7ac39e22-9fb5-458f-99fc-45973cebda0a,,
Rifleman,bluefor,Armour,PTE Allen Atkins,/assets/nato_icons/bluefor/unit_armour.svg,59f1f359-9544-4850-aa64-9d4c37ada4c5,7ac39e22-9fb5-458f-99fc-45973cebda0a,,
Section Commander,bluefor,Armour,CPL Brian Holland,/assets/nato_icons/bluefor/unit_armour.svg,afd0f0a6-6c50-426b-a578-3da27b12421e,7ac39e22-9fb5-458f-99fc-45973cebda0a,,
1-3,bluefor,Armour,CPL Brian Holland,/assets/nato_icons/bluefor/unit_armour.svg,7ac39e22-9fb5-458f-99fc-45973cebda0a,687aafcc-581c-47ac-aff8-b76c098635e2,/assets/nato_icons/size/bluefor_020.svg,
1st Platoon,bluefor,Armour,LT Erik Sutton,/assets/nato_icons/bluefor/unit_armour.svg,687aafcc-581c-47ac-aff8-b76c098635e2,bfaa4753-f7bc-4ddf-96b9-2b92f6aa9ea3,/assets/nato_icons/size/bluefor_030.svg,
Gunner,bluefor,Armour,PTE Shane Sherman,/assets/nato_icons/bluefor/unit_armour.svg,57418deb-e111-4fda-a3bd-1d3516a1fcc9,07361289-2e5f-4180-96fa-84e5a82ca64f,,
Gunner,bluefor,Armour,PTE Lucas Simon,/assets/nato_icons/bluefor/unit_armour.svg,b9cb8bca-5118-437c-bf61-86d71af41254,07361289-2e5f-4180-96fa-84e5a82ca64f,,
Grenadier,bluefor,Armour,PTE Brett Casey,/assets/nato_icons/bluefor/unit_armour.svg,7aa97f48-3d29-4b6f-bd6d-36dd8320e90c,07361289-2e5f-4180-96fa-84e5a82ca64f,,
Grenadier,bluefor,Armour,PTE Gabriel Horton,/assets/nato_icons/bluefor/unit_armour.svg,d0872cd5-1108-4948-b433-c884c2b76a13,07361289-2e5f-4180-96fa-84e5a82ca64f,,
Rifleman,bluefor,Armour,PTE Glen Larson,/assets/nato_icons/bluefor/unit_armour.svg,692a3997-2e51-4e6f-bbd5-b7972e09d258,07361289-2e5f-4180-96fa-84e5a82ca64f,,
Rifleman,bluefor,Armour,PTE Melvin Zimmerman,/assets/nato_icons/bluefor/unit_armour.svg,0d66964e-85d0-48de-a604-c11e84c1a796,07361289-2e5f-4180-96fa-84e5a82ca64f,,
Section Commander,bluefor,Armour,CPL Christopher May,/assets/nato_icons/bluefor/unit_armour.svg,0c6d8d6e-bf06-492d-8a89-e5a3335dc502,07361289-2e5f-4180-96fa-84e5a82ca64f,,
1-1,bluefor,Armour,CPL Christopher May,/assets/nato_icons/bluefor/unit_armour.svg,07361289-2e5f-4180-96fa-84e5a82ca64f,a886f4ab-eb95-4461-8312-fe11edf51963,/assets/nato_icons/size/bluefor_020.svg,
Gunner,bluefor,Armour,PTE Milton Potter,/assets/nato_icons/bluefor/unit_armour.svg,3ed57b41-2d13-4594-babe-91a0ec69d90f,1e511b71-3a1e-4f30-abb0-7bd9f42fdf9a,,
Gunner,bluefor,Armour,PTE Dylan Neal,/assets/nato_icons/bluefor/unit_armour.svg,2ae6bbdf-7990-4f42-9455-9bf7cfe79eed,1e511b71-3a1e-4f30-abb0-7bd9f42fdf9a,,
Grenadier,bluefor,Armour,PTE Seth Harrington,/assets/nato_icons/bluefor/unit_armour.svg,fa3b5396-e2ad-4e16-993f-3ff6c3523e15,1e511b71-3a1e-4f30-abb0-7bd9f42fdf9a,,
Grenadier,bluefor,Armour,PTE Clarence Castillo,/assets/nato_icons/bluefor/unit_armour.svg,5e8ca055-7c77-4fd3-8951-8d4186092651,1e511b71-3a1e-4f30-abb0-7bd9f42fdf9a,,
Rifleman,bluefor,Armour,PTE Gregory Saunders,/assets/nato_icons/bluefor/unit_armour.svg,c6a8ac57-16c7-43cc-a1bf-754f5dcc687b,1e511b71-3a1e-4f30-abb0-7bd9f42fdf9a,,
Rifleman,bluefor,Armour,PTE Jeff Chambers,/assets/nato_icons/bluefor/unit_armour.svg,51b4fd0b-630e-448d-87a4-797a490b6556,1e511b71-3a1e-4f30-abb0-7bd9f42fdf9a,,
Section Commander,bluefor,Armour,CPL Anthony Torres,/assets/nato_icons/bluefor/unit_armour.svg,dffcd80b-1482-4190-8d6c-b97ea64bf091,1e511b71-3a1e-4f30-abb0-7bd9f42fdf9a,,
1-2,bluefor,Armour,CPL Anthony Torres,/assets/nato_icons/bluefor/unit_armour.svg,1e511b71-3a1e-4f30-abb0-7bd9f42fdf9a,a886f4ab-eb95-4461-8312-fe11edf51963,/assets/nato_icons/size/bluefor_020.svg,
Gunner,bluefor,Armour,PTE Jesus Peters,/assets/nato_icons/bluefor/unit_armour.svg,379ee20c-0491-401d-9862-77443f12cca5,c2236cc3-b02e-4645-a51c-126259f041e6,,
Gunner,bluefor,Armour,PTE Raymond Harris,/assets/nato_icons/bluefor/unit_armour.svg,6c0ed098-ed3b-4078-b827-c71b050d05a6,c2236cc3-b02e-4645-a51c-126259f041e6,,
Grenadier,bluefor,Armour,PTE Scott Johnston,/assets/nato_icons/bluefor/unit_armour.svg,1ba10976-d873-4e53-a589-460a877b2603,c2236cc3-b02e-4645-a51c-126259f041e6,,
Grenadier,bluefor,Armour,PTE Mitchell Washington,/assets/nato_icons/bluefor/unit_armour.svg,0121da4a-c7b2-4b72-871f-cbc1b210dfb2,c2236cc3-b02e-4645-a51c-126259f041e6,,
Rifleman,bluefor,Armour,PTE Philip Hansen,/assets/nato_icons/bluefor/unit_armour.svg,a16fc624-cfa3-449b-aff2-85b9fff9d33a,c2236cc3-b02e-4645-a51c-126259f041e6,,
Rifleman,bluefor,Armour,PTE Lester Baker,/assets/nato_icons/bluefor/unit_armour.svg,0e9304ba-7cdc-42dd-9ceb-7cbe9950bf6a,c2236cc3-b02e-4645-a51c-126259f041e6,,
Section Commander,bluefor,Armour,CPL Tom Nichols,/assets/nato_icons/bluefor/unit_armour.svg,ada074b3-c95c-48de-bac8-28f48e307ef6,c2236cc3-b02e-4645-a51c-126259f041e6,,
1-3,bluefor,Armour,CPL Tom Nichols,/assets/nato_icons/bluefor/unit_armour.svg,c2236cc3-b02e-4645-a51c-126259f041e6,a886f4ab-eb95-4461-8312-fe11edf51963,/assets/nato_icons/size/bluefor_020.svg,
2nd Platoon,bluefor,Armour,LT Curtis Dunn,/assets/nato_icons/bluefor/unit_armour.svg,a886f4ab-eb95-4461-8312-fe11edf51963,bfaa4753-f7bc-4ddf-96b9-2b92f6aa9ea3,/assets/nato_icons/size/bluefor_030.svg,
Gunner,bluefor,Armour,PTE Anthony Fernandez,/assets/nato_icons/bluefor/unit_armour.svg,d2f84ba4-2d7d-4d1b-99ad-7c439e0da363,65929a0a-da25-4ace-a9f2-cb3512bc1322,,
Gunner,bluefor,Armour,PTE Mason Flowers,/assets/nato_icons/bluefor/unit_armour.svg,cde75a07-0b60-4fcf-a31b-81c16b8fbc4d,65929a0a-da25-4ace-a9f2-cb3512bc1322,,
Grenadier,bluefor,Armour,PTE Shane Day,/assets/nato_icons/bluefor/unit_armour.svg,30388724-3ad8-4748-ac1c-65240d4d1647,65929a0a-da25-4ace-a9f2-cb3512bc1322,,
Grenadier,bluefor,Armour,PTE Luke Lewis,/assets/nato_icons/bluefor/unit_armour.svg,1edd6d30-f2d8-48a7-89a2-2d22cc7b98fa,65929a0a-da25-4ace-a9f2-cb3512bc1322,,
Rifleman,bluefor,Armour,PTE Christian Haynes,/assets/nato_icons/bluefor/unit_armour.svg,ac5dd180-b395-4932-abc7-084fde7c010a,65929a0a-da25-4ace-a9f2-cb3512bc1322,,
Rifleman,bluefor,Armour,PTE Martin Clark,/assets/nato_icons/bluefor/unit_armour.svg,1dba79a1-f934-4b88-b494-f1b7d054e79f,65929a0a-da25-4ace-a9f2-cb3512bc1322,,
Section Commander,bluefor,Armour,CPL Peter Patrick,/assets/nato_icons/bluefor/unit_armour.svg,2c8acca2-944e-4ec1-98db-aa6181f0d797,65929a0a-da25-4ace-a9f2-cb3512bc1322,,
1-1,bluefor,Armour,CPL Peter Patrick,/assets/nato_icons/bluefor/unit_armour.svg,65929a0a-da25-4ace-a9f2-cb3512bc1322,6ca45d03-4aa6-405b-94fb-c5ef32270a40,/assets/nato_icons/size/bluefor_020.svg,
Gunner,bluefor,Armour,PTE Micheal Andrews,/assets/nato_icons/bluefor/unit_armour.svg,75d1c79f-7ca3-49c1-bd3f-c2117e9e42cc,ef197cc0-ece4-4c99-9d5e-2c9124f780ba,,
Gunner,bluefor,Armour,PTE Jack Byrd,/assets/nato_icons/bluefor/unit_armour.svg,2344a6b2-2afa-4a6a-9ea1-21af496d67f4,ef197cc0-ece4-4c99-9d5e-2c9124f780ba,,
Grenadier,bluefor,Armour,PTE Louis Crawford,/assets/nato_icons/bluefor/unit_armour.svg,171a80fd-93fc-48ca-9c83-3aa5595df9e3,ef197cc0-ece4-4c99-9d5e-2c9124f780ba,,
Grenadier,bluefor,Armour,PTE Howard Arnold,/assets/nato_icons/bluefor/unit_armour.svg,41f30d9b-c197-4223-b344-fcbdd719be78,ef197cc0-ece4-4c99-9d5e-2c9124f780ba,,
Rifleman,bluefor,Armour,PTE Gerald Wong,/assets/nato_icons/bluefor/unit_armour.svg,d8980138-4d38-485d-89c3-7ca89e4387e6,ef197cc0-ece4-4c99-9d5e-2c9124f780ba,,
Rifleman,bluefor,Armour,PTE Russell Fowler,/assets/nato_icons/bluefor/unit_armour.svg,fad6d239-7ec6-4c01-bf7f-0be7f9977752,ef197cc0-ece4-4c99-9d5e-2c9124f780ba,,
Section Commander,bluefor,Armour,CPL Eric Pope,/assets/nato_icons/bluefor/unit_armour.svg,37e7daf6-d70c-48cc-b773-316c695b486c,ef197cc0-ece4-4c99-9d5e-2c9124f780ba,,
1-2,bluefor,Armour,CPL Eric Pope,/assets/nato_icons/bluefor/unit_armour.svg,ef197cc0-ece4-4c99-9d5e-2c9124f780ba,6ca45d03-4aa6-405b-94fb-c5ef32270a40,/assets/nato_icons/size/bluefor_020.svg,
Gunner,bluefor,Armour,PTE Jack Weber,/assets/nato_icons/bluefor/unit_armour.svg,4225ac33-209c-4938-b6e0-32c6cc3e93af,a53c9a80-4f01-4b31-86c2-7b6cf4df2dd1,,
Gunner,bluefor,Armour,PTE Craig Morales,/assets/nato_icons/bluefor/unit_armour.svg,50362a34-0aea-4748-9a23-d3700f5cbb83,a53c9a80-4f01-4b31-86c2-7b6cf4df2dd1,,
Grenadier,bluefor,Armour,PTE William Hale,/assets/nato_icons/bluefor/unit_armour.svg,06bab38e-3600-4c13-84b2-bd0d3c479fad,a53c9a80-4f01-4b31-86c2-7b6cf4df2dd1,,
Grenadier,bluefor,Armour,PTE Frederick McBride,/assets/nato_icons/bluefor/unit_armour.svg,c574e91b-57df-477a-9f75-3be7a6851b95,a53c9a80-4f01-4b31-86c2-7b6cf4df2dd1,,
Rifleman,bluefor,Armour,PTE Peter Grant,/assets/nato_icons/bluefor/unit_armour.svg,2d8e9c4f-6739-4db7-b1d9-ccf8c94160ff,a53c9a80-4f01-4b31-86c2-7b6cf4df2dd1,,
Rifleman,bluefor,Armour,PTE Landon Moore,/assets/nato_icons/bluefor/unit_armour.svg,d63a7aee-36ab-4198-aed1-6a63082cf3f4,a53c9a80-4f01-4b31-86c2-7b6cf4df2dd1,,
Section Commander,bluefor,Armour,CPL Luis Watts,/assets/nato_icons/bluefor/unit_armour.svg,cecc4dec-5ae3-4359-9e12-97ec6f90ebc8,a53c9a80-4f01-4b31-86c2-7b6cf4df2dd1,,
1-3,bluefor,Armour,CPL Luis Watts,/assets/nato_icons/bluefor/unit_armour.svg,a53c9a80-4f01-4b31-86c2-7b6cf4df2dd1,6ca45d03-4aa6-405b-94fb-c5ef32270a40,/assets/nato_icons/size/bluefor_020.svg,
3rd Platoon,bluefor,Armour,LT Sam Wheeler,/assets/nato_icons/bluefor/unit_armour.svg,6ca45d03-4aa6-405b-94fb-c5ef32270a40,bfaa4753-f7bc-4ddf-96b9-2b92f6aa9ea3,/assets/nato_icons/size/bluefor_030.svg,
Gunner,bluefor,Armour,PTE Lewis Copeland,/assets/nato_icons/bluefor/unit_armour.svg,a34a61aa-8889-4e8f-9f30-9c9dbb82bbbc,0d93e05e-591b-46ed-a52e-e5bf912fa9c4,,
Gunner,bluefor,Armour,PTE Landon Gordon,/assets/nato_icons/bluefor/unit_armour.svg,301b9a5c-bc80-400b-80db-37c6ede100a6,0d93e05e-591b-46ed-a52e-e5bf912fa9c4,,
Grenadier,bluefor,Armour,PTE Joseph Cohen,/assets/nato_icons/bluefor/unit_armour.svg,742455dc-4b55-45fd-a5ae-7dcd8d054f3e,0d93e05e-591b-46ed-a52e-e5bf912fa9c4,,
Grenadier,bluefor,Armour,PTE Manuel Gibson,/assets/nato_icons/bluefor/unit_armour.svg,0962fafb-3752-48eb-b933-353ccbac4a8b,0d93e05e-591b-46ed-a52e-e5bf912fa9c4,,
Rifleman,bluefor,Armour,PTE Calvin Hunter,/assets/nato_icons/bluefor/unit_armour.svg,ead62ab1-4335-4109-8831-971c80ef2228,0d93e05e-591b-46ed-a52e-e5bf912fa9c4,,
Rifleman,bluefor,Armour,PTE Alan Watts,/assets/nato_icons/bluefor/unit_armour.svg,c7b3791e-5e6a-4f51-a10f-2bb0170972fe,0d93e05e-591b-46ed-a52e-e5bf912fa9c4,,
Section Commander,bluefor,Armour,CPL Martin Vargas,/assets/nato_icons/bluefor/unit_armour.svg,bf9bb43f-1fa1-4663-8731-b041c9935e14,0d93e05e-591b-46ed-a52e-e5bf912fa9c4,,
1-1,bluefor,Armour,CPL Martin Vargas,/assets/nato_icons/bluefor/unit_armour.svg,0d93e05e-591b-46ed-a52e-e5bf912fa9c4,94b66dc2-2482-46be-9bc9-5aafcb6782ca,/assets/nato_icons/size/bluefor_020.svg,
Gunner,bluefor,Armour,PTE Steve Lopez,/assets/nato_icons/bluefor/unit_armour.svg,d25f5d62-2ca4-4aaf-a760-1ffceb884499,b9550a15-d6ee-42bc-9daf-09b4ce1bf3fe,,
Gunner,bluefor,Armour,PTE Brian McKenzie,/assets/nato_icons/bluefor/unit_armour.svg,8949635b-5c38-4a91-bc11-822272a3e064,b9550a15-d6ee-42bc-9daf-09b4ce1bf3fe,,
Grenadier,bluefor,Armour,PTE Cameron Drake,/assets/nato_icons/bluefor/unit_armour.svg,785bf301-3295-4356-a8ce-6a2de7e45657,b9550a15-d6ee-42bc-9daf-09b4ce1bf3fe,,
Grenadier,bluefor,Armour,PTE Todd Moran,/assets/nato_icons/bluefor/unit_armour.svg,7480f8a1-27d6-4836-be59-ba50802274c7,b9550a15-d6ee-42bc-9daf-09b4ce1bf3fe,,
Rifleman,bluefor,Armour,PTE Joseph Brewer,/assets/nato_icons/bluefor/unit_armour.svg,bfa01572-4ec5-498d-953d-4e1475ccc161,b9550a15-d6ee-42bc-9daf-09b4ce1bf3fe,,
Rifleman,bluefor,Armour,PTE Eddie Morris,/assets/nato_icons/bluefor/unit_armour.svg,6362b2f0-fc0b-4703-824a-2cd509faa28b,b9550a15-d6ee-42bc-9daf-09b4ce1bf3fe,,
Section Commander,bluefor,Armour,CPL Anthony Carroll,/assets/nato_icons/bluefor/unit_armour.svg,07a64330-a1b9-4f0f-a6fc-77cda106a3b5,b9550a15-d6ee-42bc-9daf-09b4ce1bf3fe,,
1-2,bluefor,Armour,CPL Anthony Carroll,/assets/nato_icons/bluefor/unit_armour.svg,b9550a15-d6ee-42bc-9daf-09b4ce1bf3fe,94b66dc2-2482-46be-9bc9-5aafcb6782ca,/assets/nato_icons/size/bluefor_020.svg,
Gunner,bluefor,Armour,PTE Max Gonzalez,/assets/nato_icons/bluefor/unit_armour.svg,1674a044-3ebb-47e6-835c-6755c77a58a0,af93d0c4-5401-4182-bcc9-2f5080e75dad,,
Gunner,bluefor,Armour,PTE Bill Welch,/assets/nato_icons/bluefor/unit_armour.svg,aa4965c1-9be5-4e47-83d7-09916a86079e,af93d0c4-5401-4182-bcc9-2f5080e75dad,,
Grenadier,bluefor,Armour,PTE Tom Adams,/assets/nato_icons/bluefor/unit_armour.svg,82442a7e-a962-44db-a739-9ff386f1fe39,af93d0c4-5401-4182-bcc9-2f5080e75dad,,
Grenadier,bluefor,Armour,PTE Brent Sparks,/assets/nato_icons/bluefor/unit_armour.svg,f45f8f38-dc57-4c4d-99bc-7219f86244b0,af93d0c4-5401-4182-bcc9-2f5080e75dad,,
Rifleman,bluefor,Armour,PTE Jose McDaniel,/assets/nato_icons/bluefor/unit_armour.svg,7c3d52d2-6e11-4fe2-84f3-928e85127e80,af93d0c4-5401-4182-bcc9-2f5080e75dad,,
Rifleman,bluefor,Armour,PTE Chester Foster,/assets/nato_icons/bluefor/unit_armour.svg,c626d9d3-cb0a-469b-9ceb-90e702e8fa30,af93d0c4-5401-4182-bcc9-2f5080e75dad,,
Section Commander,bluefor,Armour,CPL Allen McCormick,/assets/nato_icons/bluefor/unit_armour.svg,aa436cec-6e29-432f-8ad3-77f8ec2ba3d7,af93d0c4-5401-4182-bcc9-2f5080e75dad,,
1-3,bluefor,Armour,CPL Allen McCormick,/assets/nato_icons/bluefor/unit_armour.svg,af93d0c4-5401-4182-bcc9-2f5080e75dad,94b66dc2-2482-46be-9bc9-5aafcb6782ca,/assets/nato_icons/size/bluefor_020.svg,
Chickens Company Headquarters,bluefor,Armour,LT Stephen Greer,/assets/nato_icons/bluefor/unit_headquarters_unit.svg,94b66dc2-2482-46be-9bc9-5aafcb6782ca,bfaa4753-f7bc-4ddf-96b9-2b92f6aa9ea3,/assets/nato_icons/size/bluefor_030.svg,
Chickens Company,bluefor,Armour,MAJ Christopher Conner,/assets/nato_icons/bluefor/unit_armour.svg,bfaa4753-f7bc-4ddf-96b9-2b92f6aa9ea3,b127e3b0-9856-47a4-9eeb-694047c1c2a4,/assets/nato_icons/size/bluefor_050.svg,
Gunner,bluefor,Armour,PTE Jayden Medina,/assets/nato_icons/bluefor/unit_armour.svg,a7f9d26b-cbdd-44f4-806e-625482227cc4,0952e892-287d-41b9-8b68-5c41d74278fd,,
Gunner,bluefor,Armour,PTE Alvin Walker,/assets/nato_icons/bluefor/unit_armour.svg,7da43c10-0613-41ba-9075-585ced053638,0952e892-287d-41b9-8b68-5c41d74278fd,,
Grenadier,bluefor,Armour,PTE Kevin Walters,/assets/nato_icons/bluefor/unit_armour.svg,24d6c6e2-27b2-457b-aad3-1dbd3d0a1b2c,0952e892-287d-41b9-8b68-5c41d74278fd,,
Grenadier,bluefor,Armour,PTE Julian Hubbard,/assets/nato_icons/bluefor/unit_armour.svg,9b04c49d-8184-49d8-bcec-0cb6e30655cd,0952e892-287d-41b9-8b68-5c41d74278fd,,
Rifleman,bluefor,Armour,PTE Ricky Chapman,/assets/nato_icons/bluefor/unit_armour.svg,c347dee1-f889-4455-bf27-1def411ea7e2,0952e892-287d-41b9-8b68-5c41d74278fd,,
Rifleman,bluefor,Armour,PTE Joel Rhodes,/assets/nato_icons/bluefor/unit_armour.svg,051823a7-60a4-426e-929b-52c12d3fce80,0952e892-287d-41b9-8b68-5c41d74278fd,,
Section Commander,bluefor,Armour,CPL Martin Graves,/assets/nato_icons/bluefor/unit_armour.svg,64154c5d-eb1f-4903-9076-7394ed65a884,0952e892-287d-41b9-8b68-5c41d74278fd,,
1-1,bluefor,Armour,CPL Martin Graves,/assets/nato_icons/bluefor/unit_armour.svg,0952e892-287d-41b9-8b68-5c41d74278fd,7ff6f529-3893-4634-85e9-60b6349aa2cf,/assets/nato_icons/size/bluefor_020.svg,
Gunner,bluefor,Armour,PTE Seth Rodgers,/assets/nato_icons/bluefor/unit_armour.svg,d6435922-f1d6-4e47-bd67-e1d5f4286017,9c2dabbc-8cc7-40db-a4dd-014e6cf7080f,,
Gunner,bluefor,Armour,PTE Garrett Shelton,/assets/nato_icons/bluefor/unit_armour.svg,cce13734-f5cd-44f9-a1c4-1dc85343fce2,9c2dabbc-8cc7-40db-a4dd-014e6cf7080f,,
Grenadier,bluefor,Armour,PTE Jimmy Montgomery,/assets/nato_icons/bluefor/unit_armour.svg,8ea03579-a11d-48bf-aad2-321a579f451e,9c2dabbc-8cc7-40db-a4dd-014e6cf7080f,,
Grenadier,bluefor,Armour,PTE Mitchell Myers,/assets/nato_icons/bluefor/unit_armour.svg,78943d24-93f6-42d7-aba7-aed3ed5f2ff6,9c2dabbc-8cc7-40db-a4dd-014e6cf7080f,,
Rifleman,bluefor,Armour,PTE Manuel Bailey,/assets/nato_icons/bluefor/unit_armour.svg,efeff452-9513-4b1f-b5e1-829625ba3933,9c2dabbc-8cc7-40db-a4dd-014e6cf7080f,,
Rifleman,bluefor,Armour,PTE Chad Woods,/assets/nato_icons/bluefor/unit_armour.svg,7251df68-0507-4362-b596-69c3d7f3829f,9c2dabbc-8cc7-40db-a4dd-014e6cf7080f,,
Section Commander,bluefor,Armour,CPL Richard Porter,/assets/nato_icons/bluefor/unit_armour.svg,b2359fcd-fe56-4145-8d0c-577190fe0f03,9c2dabbc-8cc7-40db-a4dd-014e6cf7080f,,
1-2,bluefor,Armour,CPL Richard Porter,/assets/nato_icons/bluefor/unit_armour.svg,9c2dabbc-8cc7-40db-a4dd-014e6cf7080f,7ff6f529-3893-4634-85e9-60b6349aa2cf,/assets/nato_icons/size/bluefor_020.svg,
Gunner,bluefor,Armour,PTE Robert Guerrero,/assets/nato_icons/bluefor/unit_armour.svg,3a2ac05e-2b70-4769-8cc0-430e57c2d413,ce017db7-c0d0-49a1-a048-b777a4196e81,,
Gunner,bluefor,Armour,PTE Jeremy Norton,/assets/nato_icons/bluefor/unit_armour.svg,2fc4814f-936f-4d3b-ba59-a239c9194178,ce017db7-c0d0-49a1-a048-b777a4196e81,,
